Waf: Entering directory `/home/zsh/example/build'
Waf: Leaving directory `/home/zsh/example/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.251s)
49.4 0 97 100 
49.5015 0 78 100 
49.6 0 38 100 
49.7 0 94 100 
49.8 0 42 100 
49.9 0 94 100 
50 0 20 100 
50.1015 0 78 100 
50.2 0 85 100 
50.3 0 91 100 
50.4 0 14 100 
50.5 0 90 100 
50.6 0 90 100 
50.7 0 44 100 
50.8 0 94 100 
50.9 0 97 100 
51.0015 0 78 100 
51.1 0 38 100 
51.1276 0 97 100 
51.1379 0 84 100 
51.2 0 94 100 
51.3 0 42 100 
51.4 0 85 100 
51.5 0 80 100 
51.6 0 44 100 
51.7 0 44 100 
51.8 0 40 100 
51.9071 0 80 100 
52 0 8 100 
52.1 0 34 100 
52.2 0 78 100 
52.3 0 38 100 
52.4 0 97 100 
52.5 0 8 100 
52.6 0 78 100 
52.7 0 37 100 
52.7592 0 94 100 
52.7646 0 9 100 
52.7664 0 55 100 
52.7692 0 94 100 
52.7707 0 9 100 
52.7724 0 55 100 
52.7792 0 94 100 
52.7807 0 9 100 
52.7824 0 55 100 
52.7892 0 94 100 
52.7907 0 9 100 
52.7924 0 55 100 
52.7992 0 94 100 
52.8007 0 9 100 
52.8015 0 38 100 
52.8025 0 55 100 
52.8092 0 94 100 
52.8107 0 9 100 
52.8125 0 55 100 
52.8192 0 94 100 
52.8207 0 9 100 
52.8225 0 55 100 
52.8292 0 94 100 
52.8307 0 9 100 
52.8325 0 55 100 
52.8392 0 94 100 
52.8407 0 9 100 
52.8424 0 55 100 
52.8492 0 94 100 
52.8507 0 9 100 
52.8524 0 55 100 
52.8592 0 94 100 
52.8607 0 9 100 
52.8624 0 55 100 
52.8692 0 94 100 
52.8707 0 9 100 
52.8725 0 55 100 
52.8792 0 94 100 
52.8807 0 9 100 
52.8825 0 55 100 
52.8892 0 94 100 
52.8907 0 9 100 
52.8924 0 55 100 
52.8992 0 94 100 
52.9 0 37 100 
52.9007 0 9 100 
52.9024 0 55 100 
52.9092 0 94 100 
52.9107 0 9 100 
52.9125 0 55 100 
52.9192 0 94 100 
52.9207 0 9 100 
52.9225 0 55 100 
52.9292 0 94 100 
52.9307 0 9 100 
52.9324 0 55 100 
52.9392 0 94 100 
52.9407 0 9 100 
52.9425 0 55 100 
52.9492 0 94 100 
52.9507 0 9 100 
52.9524 0 55 100 
52.9592 0 94 100 
52.9607 0 9 100 
52.9623 0 55 100 
52.9692 0 94 100 
52.9707 0 9 100 
52.9725 0 55 100 
52.9792 0 94 100 
52.9807 0 9 100 
52.9825 0 55 100 
52.9892 0 94 100 
52.9907 0 9 100 
52.9924 0 55 100 
52.9992 0 94 100 
53 0 85 100 
53.0007 0 9 100 
53.0025 0 55 100 
53.0092 0 94 100 
53.0107 0 9 100 
53.0124 0 55 100 
53.0192 0 94 100 
53.0207 0 9 100 
53.0225 0 55 100 
53.0292 0 94 100 
53.0307 0 9 100 
53.0325 0 55 100 
53.0392 0 94 100 
53.0407 0 9 100 
53.0425 0 55 100 
53.0492 0 94 100 
53.0507 0 9 100 
53.0525 0 55 100 
53.0592 0 94 100 
53.0607 0 9 100 
53.0623 0 55 100 
53.0692 0 94 100 
53.0707 0 9 100 
53.0725 0 55 100 
53.0792 0 94 100 
53.0807 0 9 100 
53.0824 0 55 100 
53.0892 0 94 100 
53.0907 0 9 100 
53.0924 0 55 100 
53.0992 0 94 100 
53.1 0 80 100 
53.1007 0 9 100 
53.1025 0 55 100 
53.1092 0 94 100 
53.1107 0 9 100 
53.1125 0 55 100 
53.1192 0 94 100 
53.1207 0 9 100 
53.1224 0 55 100 
53.1292 0 94 100 
53.1307 0 9 100 
53.1324 0 55 100 
53.1392 0 94 100 
53.1407 0 9 100 
53.1423 0 55 100 
53.1492 0 94 100 
53.1507 0 9 100 
53.1524 0 55 100 
53.1592 0 94 100 
53.1607 0 9 100 
53.1623 0 55 100 
53.1692 0 94 100 
53.1707 0 9 100 
53.1724 0 55 100 
53.1792 0 94 100 
53.1807 0 9 100 
53.1824 0 55 100 
53.1892 0 94 100 
53.1907 0 9 100 
53.1924 0 55 100 
53.1992 0 94 100 
53.2 0 44 100 
53.2007 0 9 100 
53.2025 0 55 100 
53.2092 0 94 100 
53.2107 0 9 100 
53.2124 0 55 100 
53.2192 0 94 100 
53.2207 0 9 100 
53.2225 0 55 100 
53.2292 0 94 100 
53.2307 0 9 100 
53.2324 0 55 100 
53.2392 0 94 100 
53.2407 0 9 100 
53.2423 0 55 100 
53.2492 0 94 100 
53.2507 0 9 100 
53.2523 0 55 100 
53.2592 0 94 100 
53.2607 0 9 100 
53.2625 0 55 100 
53.2692 0 94 100 
53.2707 0 9 100 
53.2723 0 55 100 
53.2792 0 94 100 
53.2807 0 9 100 
53.2824 0 55 100 
53.2892 0 94 100 
53.2907 0 9 100 
53.2925 0 55 100 
53.2992 0 94 100 
53.3 0 44 100 
53.3007 0 9 100 
53.3025 0 55 100 
53.3092 0 94 100 
53.3107 0 9 100 
53.3124 0 55 100 
53.3192 0 94 100 
53.3207 0 9 100 
53.3223 0 55 100 
53.3292 0 94 100 
53.3307 0 9 100 
53.3324 0 55 100 
53.3392 0 94 100 
53.3407 0 9 100 
53.3424 0 55 100 
53.3492 0 94 100 
53.3507 0 9 100 
53.3524 0 55 100 
53.4 0 40 100 
53.5015 0 80 100 
53.6 0 8 100 
53.7 0 34 100 
53.8 0 78 100 
53.9 0 38 100 
53.9109 0 78 100 
53.9161 0 16 100 
53.9209 0 78 100 
53.9224 0 16 100 
53.9309 0 78 100 
53.9324 0 16 100 
53.9409 0 78 100 
53.9424 0 16 100 
53.9509 0 78 100 
53.9524 0 16 100 
53.9609 0 78 100 
53.9624 0 16 100 
53.9709 0 78 100 
53.9724 0 16 100 
53.9809 0 78 100 
53.9824 0 16 100 
53.9909 0 78 100 
53.9924 0 16 100 
54 0 97 100 
54.0009 0 78 100 
54.0024 0 16 100 
54.0109 0 78 100 
54.0124 0 16 100 
54.0209 0 78 100 
54.0224 0 16 100 
54.0309 0 78 100 
54.0324 0 16 100 
54.0409 0 78 100 
54.0424 0 16 100 
54.0509 0 78 100 
54.0524 0 16 100 
54.0609 0 78 100 
54.0624 0 16 100 
54.0709 0 78 100 
54.0724 0 16 100 
54.0809 0 78 100 
54.0824 0 16 100 
54.0909 0 78 100 
54.0924 0 16 100 
54.1 0 8 100 
54.1009 0 78 100 
54.1024 0 16 100 
54.1109 0 78 100 
54.1124 0 16 100 
54.1209 0 78 100 
54.1224 0 16 100 
54.1309 0 78 100 
54.1324 0 16 100 
54.1409 0 78 100 
54.1424 0 16 100 
54.1509 0 78 100 
54.1524 0 16 100 
54.1609 0 78 100 
54.1624 0 16 100 
54.1709 0 78 100 
54.1724 0 16 100 
54.1809 0 78 100 
54.1824 0 16 100 
54.1909 0 78 100 
54.1924 0 16 100 
54.2009 0 78 100 
54.2015 0 16 100 
54.2034 0 16 100 
54.3 0 37 100 
54.4015 0 38 100 
54.5 0 37 100 
54.6 0 85 100 
54.7 0 80 100 
54.8 0 44 100 
54.9 0 44 100 
55 0 40 100 
55.1015 0 80 100 
55.2 0 8 100 
55.3 0 34 100 
55.4015 0 16 100 
55.5 0 38 100 
55.6 0 97 100 
55.7 0 8 100 
55.8015 0 16 100 
55.9 0 37 100 
56.0015 0 38 100 
56.1 0 85 100 
56.2 0 80 100 
56.2015 0 77 100 
56.2077 0 16 100 
56.3 0 44 100 
56.4 0 44 100 
56.5 0 40 100 
56.6015 0 80 100 
56.6099 0 80 100 
56.6116 0 77 100 
56.6133 0 16 100 
56.6199 0 80 100 
56.6214 0 77 100 
56.6231 0 16 100 
56.6299 0 80 100 
56.6314 0 77 100 
56.6331 0 16 100 
56.6399 0 80 100 
56.6414 0 77 100 
56.6431 0 16 100 
56.6499 0 80 100 
56.6514 0 77 100 
56.6532 0 16 100 
56.6599 0 80 100 
56.6614 0 77 100 
56.6632 0 16 100 
56.6699 0 80 100 
56.6714 0 77 100 
56.6732 0 16 100 
56.6799 0 80 100 
56.6814 0 77 100 
56.6831 0 16 100 
56.6899 0 80 100 
56.6914 0 77 100 
56.6931 0 16 100 
56.6999 0 80 100 
56.7 0 8 100 
56.7014 0 77 100 
56.703 0 16 100 
56.7099 0 80 100 
56.7114 0 77 100 
56.7131 0 16 100 
56.8 0 85 100 
56.8578 0 20 100 
56.8578 0 14 100 
56.8631 0 80 100 
56.8649 0 77 100 
56.8666 0 16 100 
56.8678 0 20 100 
56.8678 0 14 100 
56.875 0 80 100 
56.8778 0 20 100 
56.8778 0 14 100 
56.8785 0 80 100 
56.8802 0 77 100 
56.8837 0 16 100 
56.8854 0 77 100 
56.8871 0 16 100 
56.8878 0 20 100 
56.8878 0 14 100 
56.8908 0 80 100 
56.8926 0 77 100 
56.8943 0 16 100 
56.896 0 80 100 
56.8977 0 77 100 
56.8978 0 20 100 
56.8978 0 14 100 
56.8994 0 80 100 
56.9 0 85 100 
56.9011 0 16 100 
56.9027 0 80 100 
56.9044 0 77 100 
56.9062 0 16 100 
56.9078 0 20 100 
56.9078 0 14 100 
56.9133 0 77 100 
56.9152 0 16 100 
56.9178 0 20 100 
56.9178 0 14 100 
56.9196 0 80 100 
56.923 0 80 100 
56.9248 0 77 100 
56.9266 0 77 100 
56.9305 0 80 100 
56.9322 0 80 100 
56.9339 0 80 100 
56.9356 0 80 100 
56.9373 0 77 100 
56.939 0 80 100 
56.9408 0 77 100 
56.9425 0 77 100 
56.9443 0 77 100 
56.9462 0 77 100 
57 0 80 100 
57.0015 0 77 100 
57.1 0 44 100 
57.2 0 44 100 
57.3 0 40 100 
57.4015 0 80 100 
57.5 0 8 100 
57.6 0 34 100 
57.6515 0 80 100 
57.653 0 77 100 
57.7 0 85 100 
57.8 0 80 100 
57.8015 0 77 100 
57.9 0 44 100 
57.9131 0 77 100 
57.9149 0 78 100 
57.9166 0 16 100 
57.9231 0 77 100 
57.9246 0 78 100 
57.9265 0 16 100 
57.9331 0 77 100 
57.9346 0 78 100 
57.9364 0 16 100 
57.9431 0 77 100 
57.9446 0 78 100 
57.9465 0 16 100 
57.9531 0 77 100 
57.9546 0 78 100 
57.9564 0 16 100 
57.9631 0 77 100 
57.9646 0 78 100 
57.9665 0 16 100 
57.9731 0 77 100 
57.9746 0 78 100 
57.9764 0 16 100 
57.9831 0 77 100 
57.9846 0 78 100 
57.9863 0 16 100 
57.9931 0 77 100 
57.9946 0 78 100 
57.9964 0 16 100 
58 0 44 100 
58.0031 0 77 100 
58.0046 0 78 100 
58.0065 0 16 100 
58.1 0 40 100 
58.2 0 77 100 
58.3 0 8 100 
58.4 0 85 100 
58.5 0 85 100 
58.6 0 80 100 
58.7015 0 85 100 
58.7067 0 77 100 
58.7084 0 80 100 
58.8015 0 85 100 
58.8478 0 80 100 
58.8494 0 77 100 
58.8578 0 80 100 
58.8593 0 77 100 
58.9 0 40 100 
59.0015 0 80 100 
59.1 0 8 100 
59.2 0 34 100 
59.2515 0 80 100 
59.253 0 77 100 
59.3 0 85 100 
59.4 0 85 100 
59.5 0 80 100 
59.5015 0 77 100 
59.6015 0 85 100 
59.7015 0 85 100 
59.8 0 40 100 
59.9 0 77 100 
59.9019 0 77 100 
59.9036 0 78 100 
59.9098 0 78 100 
59.9115 0 16 100 
59.9119 0 77 100 
59.9134 0 78 100 
59.9153 0 16 100 
59.9219 0 77 100 
59.9234 0 78 100 
59.9251 0 16 100 
59.9319 0 77 100 
59.9334 0 78 100 
59.9352 0 16 100 
60 0 85 100 
60.0984 0 84 100 
60.1 0 80 100 
60.1015 0 77 100 
60.1033 0 78 100 
60.1051 0 16 100 
60.1066 0 97 100 
60.1689 0 97 100 
60.1706 0 84 100 
60.1789 0 97 100 
60.1804 0 84 100 
60.1889 0 97 100 
60.1904 0 84 100 
60.1989 0 97 100 
60.2 0 85 100 
60.2004 0 84 100 
60.2089 0 97 100 
60.2104 0 84 100 
60.2189 0 97 100 
60.2204 0 84 100 
60.2289 0 97 100 
60.2304 0 84 100 
60.2389 0 97 100 
60.2404 0 84 100 
60.2489 0 97 100 
60.2504 0 84 100 
60.2589 0 97 100 
60.2604 0 84 100 
60.2689 0 97 100 
60.2704 0 84 100 
60.2789 0 97 100 
60.2804 0 84 100 
60.2889 0 97 100 
60.2904 0 84 100 
60.2989 0 97 100 
60.3 0 80 100 
60.3004 0 84 100 
60.3015 0 77 100 
60.3032 0 78 100 
60.3051 0 16 100 
60.3089 0 97 100 
60.3104 0 84 100 
60.3189 0 77 100 
60.3189 0 97 100 
60.3204 0 84 100 
60.3205 0 80 100 
60.3289 0 97 100 
60.3304 0 84 100 
60.3389 0 97 100 
60.3404 0 84 100 
60.3489 0 97 100 
60.3504 0 84 100 
60.3589 0 97 100 
60.3604 0 84 100 
60.3689 0 97 100 
60.3704 0 84 100 
60.3789 0 97 100 
60.3804 0 84 100 
60.3889 0 97 100 
60.3904 0 84 100 
60.3989 0 97 100 
60.4004 0 84 100 
60.4015 0 85 100 
60.4089 0 97 100 
60.4104 0 84 100 
60.4189 0 97 100 
60.4204 0 84 100 
60.4289 0 97 100 
60.4304 0 84 100 
60.4389 0 97 100 
60.4404 0 84 100 
60.5015 0 85 100 
60.5705 0 80 100 
60.572 0 77 100 
60.5737 0 78 100 
60.5755 0 16 100 
60.6 0 40 100 
60.7015 0 80 100 
60.8 0 85 100 
60.9 0 80 100 
60.9015 0 77 100 
60.9033 0 78 100 
60.9051 0 16 100 
60.9515 0 80 100 
60.953 0 77 100 
60.9547 0 78 100 
60.9564 0 16 100 
61 0 85 100 
61.0015 0 44 100 
61.1 0 80 100 
61.1015 0 77 100 
61.2015 0 85 100 
61.3015 0 85 100 
61.3865 0 85 100 
61.3881 0 44 100 
61.3965 0 85 100 
61.398 0 44 100 
61.4 0 40 100 
61.4065 0 85 100 
61.408 0 44 100 
61.4165 0 85 100 
61.418 0 44 100 
61.4265 0 85 100 
61.428 0 44 100 
61.4365 0 85 100 
61.438 0 44 100 
61.4465 0 85 100 
61.448 0 44 100 
61.4515 0 85 100 
61.453 0 44 100 
61.4565 0 85 100 
61.458 0 44 100 
61.4665 0 85 100 
61.468 0 44 100 
61.4765 0 85 100 
61.478 0 44 100 
61.4865 0 85 100 
61.488 0 44 100 
61.4965 0 85 100 
61.498 0 44 100 
61.5 0 77 100 
61.5065 0 85 100 
61.508 0 44 100 
61.5165 0 85 100 
61.518 0 44 100 
61.5265 0 85 100 
61.528 0 44 100 
61.5365 0 85 100 
61.538 0 44 100 
61.5465 0 85 100 
61.548 0 44 100 
61.5515 0 85 100 
61.553 0 44 100 
61.5565 0 85 100 
61.558 0 44 100 
61.5665 0 85 100 
61.568 0 44 100 
61.5765 0 85 100 
61.578 0 44 100 
61.5865 0 85 100 
61.588 0 44 100 
61.5965 0 85 100 
61.598 0 44 100 
61.6 0 85 100 
61.6015 0 44 100 
61.6065 0 85 100 
61.608 0 44 100 
61.6165 0 85 100 
61.618 0 44 100 
61.7 0 80 100 
61.7015 0 77 100 
61.762 0 94 100 
61.7637 0 9 100 
61.772 0 94 100 
61.7735 0 9 100 
61.782 0 94 100 
61.7835 0 9 100 
61.792 0 94 100 
61.7935 0 9 100 
61.8015 0 85 100 
61.802 0 94 100 
61.8035 0 9 100 
61.9 0 85 100 
61.9015 0 44 100 
62 0 80 100 
62.0015 0 77 100 
62.0396 0 77 100 
62.0413 0 78 100 
62.0496 0 77 100 
62.0511 0 78 100 
62.0515 0 85 100 
62.053 0 44 100 
62.0585 0 77 100 
62.0596 0 77 100 
62.0601 0 80 100 
62.0624 0 78 100 
62.1015 0 85 100 
62.2015 0 85 100 
62.3023 0 8 100 
62.3101 0 80 100 
62.3116 0 77 100 
62.3135 0 78 100 
62.3515 0 85 100 
62.353 0 44 100 
62.3763 0 42 100 
62.3863 0 42 100 
62.3876 0 34 100 
62.3893 0 34 100 
62.4015 0 80 100 
62.4515 0 85 100 
62.453 0 44 100 
62.5 0 85 100 
62.5015 0 44 100 
62.6 0 85 100 
62.6515 0 80 100 
62.653 0 77 100 
62.7 0 80 100 
62.7015 0 77 100 
62.8 0 44 100 
62.9 0 85 100 
62.9625 0 55 100 
62.9657 0 94 100 
62.9725 0 55 100 
62.974 0 94 100 
62.9825 0 55 100 
62.984 0 94 100 
62.9925 0 55 100 
62.994 0 94 100 
63 0 80 100 
63.0015 0 77 100 
63.0025 0 55 100 
63.004 0 94 100 
63.0125 0 55 100 
63.014 0 94 100 
63.0225 0 55 100 
63.024 0 94 100 
63.0325 0 55 100 
63.034 0 94 100 
63.0425 0 55 100 
63.044 0 94 100 
63.0525 0 55 100 
63.054 0 94 100 
63.0625 0 55 100 
63.064 0 94 100 
63.0725 0 55 100 
63.074 0 94 100 
63.0789 0 91 100 
63.0789 0 84 100 
63.0821 0 90 100 
63.0825 0 55 100 
63.084 0 94 100 
63.0889 0 91 100 
63.0889 0 84 100 
63.0925 0 55 100 
63.094 0 94 100 
63.0989 0 84 100 
63.1 0 85 100 
63.1025 0 55 100 
63.104 0 94 100 
63.1089 0 84 100 
63.1104 0 90 100 
63.1122 0 90 100 
63.1125 0 55 100 
63.114 0 94 100 
63.1171 0 90 100 
63.1189 0 84 100 
63.1189 0 90 100 
63.1207 0 90 100 
63.1225 0 55 100 
63.1225 0 90 100 
63.124 0 94 100 
63.1289 0 84 100 
63.1304 0 90 100 
63.1325 0 55 100 
63.134 0 94 100 
63.1389 0 84 100 
63.1404 0 90 100 
63.1425 0 55 100 
63.144 0 94 100 
63.1489 0 84 100 
63.1504 0 90 100 
63.1525 0 55 100 
63.154 0 94 100 
63.1589 0 84 100 
63.1604 0 90 100 
63.1625 0 55 100 
63.164 0 94 100 
63.1671 0 90 100 
63.1689 0 84 100 
63.1704 0 90 100 
63.1725 0 55 100 
63.173 0 84 100 
63.174 0 94 100 
63.1748 0 97 100 
63.1771 0 90 100 
63.1786 0 84 100 
63.1789 0 84 100 
63.1804 0 97 100 
63.1822 0 90 100 
63.1825 0 55 100 
63.184 0 94 100 
63.1871 0 90 100 
63.1886 0 84 100 
63.1889 0 84 100 
63.1904 0 97 100 
63.1922 0 90 100 
63.1925 0 55 100 
63.194 0 94 100 
63.1971 0 90 100 
63.1986 0 84 100 
63.1989 0 84 100 
63.2 0 85 100 
63.2004 0 97 100 
63.2022 0 90 100 
63.2025 0 55 100 
63.204 0 94 100 
63.2071 0 90 100 
63.2086 0 84 100 
63.2089 0 84 100 
63.2104 0 97 100 
63.2121 0 90 100 
63.2125 0 55 100 
63.2134 0 8 100 
63.214 0 94 100 
63.2159 0 40 100 
63.2171 0 90 100 
63.2186 0 84 100 
63.2189 0 84 100 
63.2205 0 97 100 
63.2222 0 90 100 
63.2225 0 55 100 
63.2234 0 8 100 
63.224 0 94 100 
63.2249 0 40 100 
63.2271 0 90 100 
63.2286 0 84 100 
63.2289 0 84 100 
63.2305 0 97 100 
63.2322 0 90 100 
63.2325 0 55 100 
63.2334 0 8 100 
63.234 0 94 100 
63.2349 0 40 100 
63.2371 0 90 100 
63.2386 0 84 100 
63.2389 0 84 100 
63.2403 0 97 100 
63.2421 0 90 100 
63.2425 0 55 100 
63.2434 0 8 100 
63.244 0 94 100 
63.2449 0 40 100 
63.2471 0 90 100 
63.2486 0 84 100 
63.2489 0 84 100 
63.2504 0 97 100 
63.2523 0 90 100 
63.2525 0 55 100 
63.2534 0 8 100 
63.254 0 94 100 
63.2549 0 40 100 
63.2571 0 90 100 
63.2586 0 84 100 
63.2589 0 84 100 
63.2605 0 97 100 
63.2622 0 90 100 
63.2625 0 55 100 
63.2634 0 8 100 
63.264 0 94 100 
63.2649 0 40 100 
63.2671 0 90 100 
63.2686 0 84 100 
63.2689 0 84 100 
63.2704 0 97 100 
63.2722 0 90 100 
63.2725 0 55 100 
63.2734 0 8 100 
63.274 0 94 100 
63.2749 0 40 100 
63.2771 0 90 100 
63.2786 0 84 100 
63.2789 0 84 100 
63.2803 0 97 100 
63.2825 0 55 100 
63.2834 0 8 100 
63.284 0 94 100 
63.2842 0 34 100 
63.2849 0 40 100 
63.2871 0 90 100 
63.2886 0 84 100 
63.2889 0 84 100 
63.2904 0 97 100 
63.2904 0 42 100 
63.2925 0 55 100 
63.2934 0 8 100 
63.294 0 94 100 
63.2949 0 40 100 
63.2971 0 90 100 
63.2986 0 84 100 
63.2989 0 84 100 
63.3 0 85 100 
63.3004 0 97 100 
63.3025 0 55 100 
63.3034 0 8 100 
63.304 0 94 100 
63.3049 0 40 100 
63.3071 0 90 100 
63.3086 0 84 100 
63.3089 0 84 100 
63.3104 0 97 100 
63.3125 0 55 100 
63.3134 0 8 100 
63.314 0 94 100 
63.3149 0 40 100 
63.3171 0 90 100 
63.3186 0 84 100 
63.3189 0 84 100 
63.3205 0 97 100 
63.3225 0 55 100 
63.324 0 94 100 
63.3271 0 90 100 
63.3286 0 84 100 
63.3289 0 84 100 
63.3304 0 97 100 
63.3325 0 55 100 
63.334 0 94 100 
63.3389 0 84 100 
63.3425 0 55 100 
63.344 0 94 100 
63.3489 0 84 100 
63.3525 0 55 100 
63.354 0 94 100 
63.3625 0 55 100 
63.364 0 94 100 
63.3725 0 55 100 
63.374 0 94 100 
63.3825 0 55 100 
63.384 0 94 100 
63.3925 0 55 100 
63.394 0 94 100 
63.4 0 80 100 
63.4015 0 77 100 
63.4025 0 55 100 
63.404 0 94 100 
63.4125 0 55 100 
63.414 0 94 100 
63.4204 0 90 100 
63.4225 0 55 100 
63.424 0 94 100 
63.4322 0 90 100 
63.4325 0 55 100 
63.434 0 94 100 
63.4422 0 90 100 
63.4425 0 55 100 
63.444 0 94 100 
63.4522 0 90 100 
63.4525 0 55 100 
63.454 0 94 100 
63.4621 0 90 100 
63.4625 0 55 100 
63.464 0 94 100 
63.4659 0 40 100 
63.4722 0 90 100 
63.4725 0 55 100 
63.474 0 94 100 
63.4749 0 40 100 
63.4822 0 90 100 
63.4825 0 55 100 
63.484 0 94 100 
63.4849 0 40 100 
63.4921 0 90 100 
63.4925 0 55 100 
63.494 0 94 100 
63.4949 0 40 100 
63.5 0 85 100 
63.5023 0 90 100 
63.5025 0 55 100 
63.504 0 94 100 
63.5049 0 40 100 
63.5122 0 90 100 
63.5125 0 55 100 
63.514 0 94 100 
63.5149 0 40 100 
63.5222 0 90 100 
63.5225 0 55 100 
63.524 0 94 100 
63.5249 0 40 100 
63.5325 0 55 100 
63.534 0 94 100 
63.5349 0 40 100 
63.5404 0 42 100 
63.5419 0 34 100 
63.5425 0 55 100 
63.544 0 94 100 
63.5449 0 40 100 
63.5525 0 55 100 
63.554 0 94 100 
63.5549 0 40 100 
63.5649 0 40 100 
63.5818 0 44 100 
63.5835 0 85 100 
63.5957 0 77 100 
63.5974 0 78 100 
63.6 0 80 100 
63.6015 0 77 100 
63.6033 0 78 100 
63.6057 0 77 100 
63.6072 0 78 100 
63.6157 0 77 100 
63.6172 0 78 100 
63.6257 0 77 100 
63.6272 0 78 100 
63.6517 0 35 100 
63.6617 0 35 100 
63.663 0 16 100 
63.6652 0 16 100 
63.6717 0 35 100 
63.6732 0 16 100 
63.6817 0 35 100 
63.6832 0 16 100 
63.6917 0 35 100 
63.6932 0 16 100 
63.7 0 85 100 
63.7017 0 35 100 
63.7032 0 16 100 
63.7117 0 35 100 
63.7132 0 16 100 
63.7217 0 35 100 
63.7232 0 16 100 
63.7317 0 35 100 
63.7332 0 16 100 
63.7417 0 35 100 
63.7432 0 16 100 
63.7517 0 35 100 
63.7532 0 16 100 
63.7617 0 35 100 
63.7632 0 16 100 
63.7717 0 35 100 
63.7732 0 16 100 
63.7817 0 35 100 
63.7832 0 16 100 
63.7917 0 35 100 
63.7932 0 16 100 
63.8 0 80 100 
63.8017 0 35 100 
63.8032 0 16 100 
63.8051 0 80 100 
63.8068 0 77 100 
63.8085 0 78 100 
63.8117 0 35 100 
63.8132 0 16 100 
63.8217 0 35 100 
63.8232 0 16 100 
63.8317 0 35 100 
63.8332 0 16 100 
63.8417 0 35 100 
63.8432 0 16 100 
63.8517 0 35 100 
63.8532 0 16 100 
63.9015 0 85 100 
63.9792 0 40 100 
63.9809 0 8 100 
63.9892 0 40 100 
63.9907 0 8 100 
63.9992 0 40 100 
64 0 85 100 
64.0007 0 8 100 
64.0092 0 40 100 
64.0107 0 8 100 
64.0192 0 40 100 
64.0207 0 8 100 
64.0292 0 40 100 
64.0307 0 8 100 
64.0392 0 40 100 
64.0407 0 8 100 
64.0492 0 40 100 
64.0507 0 8 100 
64.0592 0 40 100 
64.0607 0 8 100 
64.0692 0 40 100 
64.0707 0 8 100 
64.0792 0 40 100 
64.0807 0 8 100 
64.0892 0 40 100 
64.0907 0 8 100 
64.0992 0 40 100 
64.1 0 85 100 
64.1007 0 8 100 
64.1092 0 40 100 
64.1107 0 8 100 
64.1192 0 40 100 
64.1207 0 8 100 
64.1292 0 40 100 
64.1307 0 8 100 
64.1392 0 40 100 
64.1407 0 8 100 
64.1492 0 40 100 
64.1507 0 8 100 
64.1592 0 40 100 
64.1607 0 8 100 
64.1692 0 40 100 
64.1707 0 8 100 
64.1792 0 40 100 
64.1807 0 8 100 
64.1892 0 40 100 
64.1907 0 8 100 
64.1992 0 40 100 
64.2 0 80 100 
64.2007 0 8 100 
64.2015 0 77 100 
64.2092 0 40 100 
64.2107 0 8 100 
64.2192 0 40 100 
64.2207 0 8 100 
64.2847 0 84 100 
64.2863 0 90 100 
64.2947 0 84 100 
64.2962 0 90 100 
64.3 0 44 100 
64.3047 0 84 100 
64.3062 0 90 100 
64.3147 0 84 100 
64.3162 0 90 100 
64.3247 0 84 100 
64.3262 0 90 100 
64.3347 0 84 100 
64.3362 0 90 100 
64.3447 0 84 100 
64.3462 0 90 100 
64.3547 0 84 100 
64.3562 0 90 100 
64.4 0 44 100 
64.5 0 85 100 
64.6 0 80 100 
64.6015 0 77 100 
64.7 0 85 100 
64.8 0 80 100 
64.9 0 85 100 
65 0 80 100 
65.0415 0 44 100 
65.0431 0 85 100 
65.0515 0 44 100 
65.053 0 85 100 
65.1 0 85 100 
65.1072 0 85 100 
65.1088 0 44 100 
65.1172 0 85 100 
65.1187 0 44 100 
65.1272 0 85 100 
65.1287 0 44 100 
65.1372 0 85 100 
65.1387 0 44 100 
65.1407 0 80 100 
65.147 0 20 100 
65.1472 0 85 100 
65.1487 0 44 100 
65.1507 0 80 100 
65.1541 0 20 100 
65.1558 0 77 100 
65.1572 0 85 100 
65.1575 0 77 100 
65.1587 0 44 100 
65.1672 0 85 100 
65.1687 0 44 100 
65.1772 0 85 100 
65.1787 0 44 100 
65.1872 0 85 100 
65.1887 0 44 100 
65.1972 0 85 100 
65.1978 0 77 100 
65.1987 0 44 100 
65.1994 0 78 100 
65.2015 0 20 100 
65.2032 0 77 100 
65.205 0 78 100 
65.2072 0 85 100 
65.2078 0 77 100 
65.2087 0 44 100 
65.2093 0 78 100 
65.2172 0 85 100 
65.2178 0 77 100 
65.2187 0 44 100 
65.2193 0 78 100 
65.2272 0 85 100 
65.2278 0 77 100 
65.2287 0 44 100 
65.2293 0 78 100 
65.2372 0 85 100 
65.2387 0 44 100 
65.2472 0 85 100 
65.2487 0 44 100 
65.2572 0 85 100 
65.2587 0 44 100 
65.2672 0 85 100 
65.2687 0 44 100 
65.3 0 85 100 
65.3015 0 44 100 
65.4015 0 20 100 
65.4032 0 77 100 
65.4051 0 78 100 
65.5015 0 85 100 
65.6 0 85 100 
65.6015 0 44 100 
65.7 0 85 100 
65.7015 0 44 100 
65.7515 0 85 100 
65.8 0 80 100 
65.9 0 44 100 
66 0 44 100 
66.1 0 85 100 
66.2 0 80 100 
66.3 0 85 100 
66.4 0 85 100 
66.5 0 85 100 
66.6 0 85 100 
