600,500,2,20,1,631.54
600,500,2,20,1,544.615
600,500,2,20,1,461.269
600,500,2,20,0.957,283.864
600,500,2,20,1,549.475
600,500,2,20,0.997,523.734
600,500,2,20,0.993,441.002
600,500,2,20,1,481.049
600,500,2,20,1,269.209
600,500,2,20,0.973,828.76
600,1000,2,20,0.961,1324.03
600,1000,2,20,0.972,1650.55
600,1000,2,20,0.907,2436.6
600,1000,2,20,0.958,1124.5
600,1000,2,20,0.996,1740.43
600,1000,2,20,0.954,1831.42
600,1000,2,20,0.986,1550.94
600,1000,2,20,0.99,1874.34
600,1000,2,20,0.979,2571.24
600,1000,2,20,0.982,1930.9
600,1500,2,20,0.927,6895.08
600,1500,2,20,0.905,3754.78
600,1500,2,20,0.886,4830.25
600,1500,2,20,0.95,3978.38
600,1500,2,20,0.845,5196.43
600,1500,2,20,0.929,4271.29
600,1500,2,20,0.976,3762.06
600,1500,2,20,0.96,3956.99
600,1500,2,20,0.977,4625.48
600,1500,2,20,0.958,4495.85
600,2000,2,20,0.95,8677.01
600,2000,2,20,0.926,8074.91
600,2000,2,20,0.874,8945.56
600,2000,2,20,0.912,5771.64
600,2000,2,20,0.911,7580.8
600,2000,2,20,0.913,7251.8
600,2000,2,20,0.917,7039.93
600,2000,2,20,0.894,6389.88
600,2000,2,20,0.898,5612.85
600,2000,2,20,0.91,7232.75
600,2500,2,20,0.886,7730.72
600,2500,2,20,0.854,9870.7
600,2500,2,20,0.919,9823.52
600,2500,2,20,0.952,9990.59
600,2500,2,20,0.877,8732.31
600,2500,2,20,0.823,8177.55
600,2500,2,20,0.904,10959.2
600,2500,2,20,0.877,7889.89
600,2500,2,20,0.798,7846.96
600,2500,2,20,0.838,9656.58
600,3000,2,20,0.883,12615.7
600,3000,2,20,0.9,11964.4
600,3000,2,20,0.85,10307.3
600,3000,2,20,0.774,10998.8
600,3000,2,20,0.836,12016.9
600,3000,2,20,0.85,10541.6
600,3000,2,20,0.901,10964.2
600,3000,2,20,0.889,11282.3
600,3000,2,20,0.812,9868.93
600,3000,2,20,0.86,11319.3
600,3500,2,20,0.733,11161.3
600,3500,2,20,0.869,9429.38
600,3500,2,20,0.899,10922.4
600,3500,2,20,0.844,15189.3
600,3500,2,20,0.743,12533.9
600,3500,2,20,0.851,11166.7
600,3500,2,20,0.924,14254.4
600,3500,2,20,0.767,10669
600,3500,2,20,0.829,12255.1
600,3500,2,20,0.814,10656.2
600,4000,2,20,0.777,10858.7
600,4000,2,20,0.873,13500
600,4000,2,20,0.744,10739.2
600,4000,2,20,0.83,13914.4
600,4000,2,20,0.866,15823.5
600,4000,2,20,0.775,12052.4
600,4000,2,20,0.739,11920.4
600,4000,2,20,0.729,15094.4
600,4000,2,20,0.87,17576.5
600,4000,2,20,0.772,12812.1
600,4500,2,20,0.837,14154.6
600,4500,2,20,0.804,16900.7
600,4500,2,20,0.811,15790.8
600,4500,2,20,0.767,14703.7
600,4500,2,20,0.862,15380.9
600,4500,2,20,0.66,14841.4
600,4500,2,20,0.798,14171.4
600,4500,2,20,0.868,16213.4
600,4500,2,20,0.855,13905.5
600,4500,2,20,0.866,14961.6
600,5000,2,20,0.759,16851.7
600,5000,2,20,0.734,13910.3
600,5000,2,20,0.788,15109.9
600,5000,2,20,0.829,15032.2
600,5000,2,20,0.681,15118
600,5000,2,20,0.7,14311.9
600,5000,2,20,0.847,16805.5
600,5000,2,20,0.875,15832.1
600,5000,2,20,0.716,17034.1
600,5000,2,20,0.634,11960.7
600,5500,2,20,0.749,13945.7
600,5500,2,20,0.639,15285.2
600,5500,2,20,0.763,13699
600,5500,2,20,0.66,16276
600,5500,2,20,0.712,15107.8
600,5500,2,20,0.683,16505.7
600,5500,2,20,0.749,18685.5
600,5500,2,20,0.896,14559.4
600,5500,2,20,0.778,16147.5
600,5500,2,20,0.795,15204.8
600,6000,2,20,0.832,17503.3
600,6000,2,20,0.749,14885.8
600,6000,2,20,0.831,15209.4
600,6000,2,20,0.745,16144.6
600,6000,2,20,0.653,14298.6
600,6000,2,20,0.841,14814.7
600,6000,2,20,0.735,16324.1
600,6000,2,20,0.677,14600.6
600,6000,2,20,0.808,16139.5
600,6000,2,20,0.736,13694.5
600,6000,2,20,0.107,4502.57
600,6000,2,20,0.12,26284
600,6000,2,20,0.717,13720.2
600,6000,2,20,0.736,16126.3
600,6000,2,20,0.837,16717.7
600,500,2,20,0.992,545.228,32391
600,500,2,20,0.998,572.88,32202
600,500,2,20,1,681.828,32364
600,500,2,20,0.999,600.634,32374
600,500,2,20,1,506.123,32197
600,500,2,20,0.999,493.508,32406
600,500,2,20,0.979,424.724,32708
600,500,2,20,0.999,498.243,31786
600,500,2,20,1,566.649,32101
600,500,2,20,1,465.247,32005
600,1000,2,20,0.976,2007.6,31802
600,1000,2,20,0.975,1869.9,32190
600,1000,2,20,0.925,1566.63,32504
600,1000,2,20,0.989,2115.73,32249
600,1000,2,20,0.959,2425.06,32412
